record_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
REC101040,MCH1005,Sagar and Sons,5912,Pharmacy,Partnership,Ludhiana,Punjab,2024-02-06,IPTY9767700049775,Active,967.53
REC101041,MCH8820,"Sarkar, Arya and Ch and",4131,Transportation,Private Limited,Ludhiana,Punjab,2024-12-07,XXXX8518,Active,3994.88
REC101042,MCH1442,Wadhwa-Walla,7011,Hotel/Lodging,Private Limited,Pune,Maharashtra,2025-12-13,,Active,1483.74
REC101043,MCH8660,"Ben, Guha and Sabharwal",5812,Restaurant,Sole Proprietor,Lucknow,Uttar Pradesh,2025-07-22,XXXX9591,Active,
REC101044,MCH8091,"Kata, Mangat and Tiwari",5812,Restaurant,Partnership,Amritsar,Punjab,2023-09-18,XDJG1975759254930,Inactive,723.01
REC101045,MCH9107,Apte-Pathak,5699,Apparel,Private Limited,Jalandhar,Punjab,2023-05-25,,Active,4111.02
REC101046,MCH4062,Rana Group,5999,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2023-09-20,XXXX3317,Disabled,1544.23
REC101047,MCH7880,Ben-Khare,4131,Transportation,Individual,Chennai,Tamil Nadu,2024-01-20,,Active,3857.41
REC101048,MCH2791,"Rastogi, Mannan and Sabharwal",5912,Pharmacy,Sole Proprietor,Delhi,Delhi,2025-08-21,,Active,
REC101049,MCH2988,"Mangal, Gokhale and Malhotra",5812,Restaurant,Sole Proprietor,Mumbai,Maharashtra,2023-10-10,,Active,3595.96
REC101050,MCH8724,"Gole, Roy and Khurana",5411,Grocery Store,Sole Proprietor,Bengaluru,Karnataka,2024-03-31,XXXX8526,Active,926.44
REC101051,MCH7288,Sandhu Inc,5812,Restaurant,Partnership,Bengaluru,Karnataka,2025-02-16,,Active,1887.15
REC101052,MCH1277,Deol-Nayak,4131,Transportation,Individual,Bengaluru,Karnataka,,,Active,1188.0
REC101053,MCH7969,"Karan, Bal and Khurana",4131,Transportation,Individual,Lucknow,Uttar Pradesh,2025-04-16,,Active,836.32
REC101054,MCH4765,Baral Inc,4131,Transportation,Private Limited,Ludhiana,Punjab,,,Closed,2514.87
REC101055,MCH2475,Bains-Sahota,5411,Grocery Store,Individual,Bengaluru,Karnataka,2023-08-16,XXXX6630,Active,
REC101056,MCH6429,Doshi Group,5699,Apparel,Sole Proprietor,Amritsar,Punjab,2025-10-15,YIYE8202990184325,Active,369.26
REC101057,MCH9439,Dhingra Inc,5411,Grocery Store,Individual,Mumbai,Maharashtra,2023-06-06,,Disabled,619.52
REC101058,MCH7751,"Vig, Iyer and Andra",5311,Department Store,Partnership,Pune,Maharashtra,2024-06-28,6513543497,Suspended,590.58
REC101059,MCH8509,"Majumdar, Deshpande and Solanki",5311,Department Store,Partnership,Bengaluru,Karnataka,2024-09-17,XXXX5135,Inactive,
REC101060,MCH4605,Barad PLC,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2025-06-02,XXXX1001,Active,5165.18
REC101061,MCH2212,Parmar Group,4131,Transportation,Private Limited,Jalandhar,Punjab,2025-02-01,,Active,4432.56
REC101062,MCH6016,Goda Inc,5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2025-07-21,FWRQ5490581831729,Active,1254.1
REC101063,MCH1530,"Suresh, Kadakia and Iyer",5912,Pharmacy,Private Limited,Jalandhar,Punjab,2024-08-23,,Active,158.58
REC101064,MCH4511,"Walla, Kala and Devi",4131,Transportation,Sole Proprietor,Hyderabad,Telangana,2025-03-12,8103217288,Active,1448.32
REC101065,MCH2313,Gulati LLC,5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,2024-06-09,PWIA0473863869043,Closed,
REC101066,MCH7394,Brahmbhatt PLC,5812,Restaurant,Private Limited,Delhi,Delhi,2024-07-29,IKKI3369443713209,Active,3620.77
REC101067,MCH8724,Sethi-Reddy,5411,Grocery Store,Private Limited,Hyderabad,Telangana,2025-04-09,3785181664,Closed,425.41
REC101068,MCH7653,Mishra LLC,5699,Apparel,Individual,Jalandhar,Punjab,2025-04-30,CZKM6825233537936,Active,7064.16
REC101069,MCH6017,"Loyal, Sidhu and Balay",4814,Telecom,Sole Proprietor,Amritsar,Punjab,2025-08-01,,Inactive,985.33
REC101070,MCH8950,Handa Inc,4131,Transportation,Partnership,Mumbai,Maharashtra,2024-07-31,XXXX9807,Active,3860.38
REC101071,MCH5137,Bath-Keer,4814,Telecom,Private Limited,Bengaluru,Karnataka,2024-06-11,XXXX5840,Suspended,634.0
REC101072,MCH2019,Walla-Ranganathan,5999,Miscellaneous Retail,Partnership,Bengaluru,Karnataka,2024-05-22,,Active,1915.39
REC101073,MCH4104,Sawhney-Suri,4814,Telecom,Individual,Hyderabad,Telangana,2023-12-15,8776394591,Inactive,295.0
REC101074,MCH1221,"Sastry, Kapoor and Varughese",5812,Restaurant,Partnership,Jalandhar,Punjab,2025-04-26,,Disabled,3430.0
REC101075,MCH6200,"Sen, Walla and Bath",5999,Miscellaneous Retail,Private Limited,Delhi,Delhi,2024-01-29,,Inactive,
REC101076,MCH6161,Sura-Wadhwa,4814,Telecom,Individual,Bengaluru,Karnataka,2025-04-22,QWHT6526941757258,Active,490.18
REC101077,MCH8509,Merchant-Kalita,5411,Grocery Store,Private Limited,Hyderabad,Telangana,2025-02-11,5703041030,Active,329.11
REC101078,MCH4530,"Mangal, Sehgal and Vohra",5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,,,Active,4172.0
REC101079,MCH4906,Gaba LLC,5812,Restaurant,Private Limited,Jaipur,Rajasthan,2024-01-31,,Active,1902.8
REC101080,MCH2022,Nagi-Gala,5999,Miscellaneous Retail,Individual,Chennai,Tamil Nadu,2024-04-08,,Active,3182.35
REC101081,MCH5768,Brar Inc,5812,Restaurant,Sole Proprietor,Hyderabad,Telangana,2023-04-04,PTPO3474925086916,Active,1354.3
REC101082,MCH9100,Dey-Bandi,5999,Miscellaneous Retail,Sole Proprietor,Mumbai,Maharashtra,2023-01-23,XLOL4843036264872,Active,707.08
REC101083,MCH7563,Anne and Sons,7011,Hotel/Lodging,Private Limited,Amritsar,Punjab,2023-05-16,XXXX7430,Active,300.06
REC101084,MCH4503,Sunder PLC,7011,Hotel/Lodging,Partnership,Mumbai,Maharashtra,2024-01-03,MTQA2966873504692,Active,540.93
REC101085,MCH4077,Verma-Dugar,5812,Restaurant,Private Limited,Kolkata,West Bengal,2023-07-31,7415298015,Active,1359.17
REC101086,MCH7316,Tak Ltd,5942,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-05-26,AICM4314076152252,Active,688.43
REC101087,MCH1936,"Batra, Ramanathan and Din",5912,Pharmacy,Sole Proprietor,Hyderabad,Telangana,2024-07-16,XXXX3173,Active,143.98
REC101088,MCH7030,Shan Ltd,5311,Department Store,Individual,Ludhiana,Punjab,,,Suspended,466.83
REC101089,MCH2698,Purohit-Issac,5999,Miscellaneous Retail,Individual,Ludhiana,Punjab,2023-04-15,1149607185,Closed,798.99
REC101090,MCH1813,Balan-Deo,5311,Department Store,Partnership,Pune,Maharashtra,2024-08-28,UAJB1335544875863,Active,
REC101091,MCH9560,Kaul PLC,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2024-10-24,XWSA3966243533864,Inactive,735.59
REC101092,MCH9859,Mukherjee-Agate,5999,Miscellaneous Retail,Sole Proprietor,Jalandhar,Punjab,,,Active,158.0
REC101093,MCH3712,Narain-Vaidya,7011,Hotel/Lodging,Individual,Hyderabad,Telangana,2025-07-05,PUJI3728932216325,Active,333.0
REC101094,MCH1894,Chandra-Kapur,5311,Department Store,Partnership,Jalandhar,Punjab,2023-02-22,,Active,3951.56
REC101095,MCH9242,"Kadakia, Yadav and Seshadri",7011,Hotel/Lodging,Partnership,Hyderabad,Telangana,2023-03-10,XXXX4049,Suspended,1024.36
REC101096,MCH1651,Kumar Inc,5942,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-09-03,XXXX7749,Active,1249.76
REC101097,MCH7133,Din Inc,5411,Grocery Store,Private Limited,Pune,Maharashtra,2023-05-05,,Inactive,
REC101098,MCH6404,Tailor Group,5999,Miscellaneous Retail,Private Limited,Jaipur,Rajasthan,2026-02-04,,Suspended,792.4
REC101099,MCH5884,Raman and Sons,4131,Transportation,Individual,Chennai,Tamil Nadu,,1966210053,Active,743.19
REC101100,MCH7288,"Lalla, Sant and Mutti",5411,Grocery Store,Private Limited,Delhi,Delhi,2025-10-18,XXXX5071,Active,
REC101101,MCH4904,"Vohra, Lanka and Bumb",4814,Telecom,Partnership,Chennai,Tamil Nadu,2023-09-25,XXXX8030,Active,1946.13
REC101102,MCH4236,"Sinha, Shukla and Lad",5699,Apparel,Sole Proprietor,Delhi,Delhi,2025-07-08,OZWZ6142696689139,Active,844.0
REC101103,MCH9261,Gupta-Manne,5812,Restaurant,Individual,Jaipur,Rajasthan,2025-07-10,,Active,2734.0
REC101104,MCH8643,"Kota, Aurora and Dugal",5699,Apparel,Sole Proprietor,Delhi,Delhi,2024-04-15,GITM5447907663864,Active,1011.23
REC101105,MCH8286,"Chadha, Chaudhari and Edwin",5912,Pharmacy,Private Limited,Hyderabad,Telangana,2023-08-09,XXXX2952,Active,1828.46
REC101106,MCH3398,Chaudhary Ltd,5699,Apparel,Sole Proprietor,Chennai,Tamil Nadu,2023-11-18,5865246306,Disabled,1864.25
REC101107,MCH5648,Morar and Sons,7011,Hotel/Lodging,Individual,Pune,Maharashtra,2023-08-06,DHOL8937164342491,Active,
REC101108,MCH7644,Mital PLC,7011,Hotel/Lodging,Sole Proprietor,Chennai,Tamil Nadu,2024-03-07,,Active,602.59
REC101109,MCH7430,Arya Group,5699,Apparel,Individual,Kolkata,West Bengal,,,Active,1727.74
REC101110,MCH5267,"Chandra, Som and Grewal",4131,Transportation,Individual,Hyderabad,Telangana,2025-11-30,2585843766,Active,999.83
REC101111,MCH5288,"Thaman, Muni and Om",5999,Miscellaneous Retail,Sole Proprietor,Pune,Maharashtra,2023-07-08,7391241084,Active,1015.84
REC101112,MCH7075,D'Alia Group,7011,Hotel/Lodging,Partnership,Chennai,Tamil Nadu,2024-05-03,1415999033,Inactive,1262.21
REC101113,MCH4322,Khanna-Sarma,5311,Department Store,Sole Proprietor,Jalandhar,Punjab,2025-05-02,,Active,575.07
REC101114,MCH8423,Balasubramanian and Sons,5411,Grocery Store,Private Limited,Mumbai,Maharashtra,2025-01-26,5080169849,Active,1838.16
REC101115,MCH7229,"Salvi, Kale and Sunder",4814,Telecom,Private Limited,Pune,Maharashtra,2025-12-23,,Active,606.62
REC101116,MCH4127,Subramaniam-Jhaveri,4131,Transportation,Sole Proprietor,Jaipur,Rajasthan,2024-05-22,XXXX1628,Suspended,5333.88
REC101117,MCH8721,Bera-Chhabra,4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2024-08-09,,Active,2543.82
REC101118,MCH8211,Parekh-Atwal,5411,Grocery Store,Private Limited,Jaipur,Rajasthan,2025-05-22,9728363988,Active,
REC101119,MCH8095,Saxena LLC,5699,Apparel,Private Limited,Jaipur,Rajasthan,2024-08-16,7415423811,Active,304.22
REC101120,MCH3656,"Sani, Rajagopalan and Sachar",5411,Grocery Store,Individual,Chennai,Tamil Nadu,2024-11-26,EFFS9159320721097,Active,901.19
REC101121,MCH3324,Char-Gera,5699,Apparel,Partnership,Pune,Maharashtra,2026-02-20,DLMI3626046968894,Suspended,2076.73
REC101122,MCH3927,Basak-Shukla,4814,Telecom,Private Limited,Jalandhar,Punjab,2023-03-18,KBJY1537538735375,Closed,980.64
REC101123,MCH2459,Gala and Sons,4131,Transportation,Sole Proprietor,Jaipur,Rajasthan,2025-04-16,OKFD4897091413997,Active,789.05
REC101124,MCH9804,Bhasin-Peri,5311,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2023-12-21,,Suspended,962.52
REC101125,MCH9632,Kade-Shere,5311,Department Store,Sole Proprietor,Delhi,Delhi,2025-11-28,,Active,895.55
REC101126,MCH5896,Kale Group,5942,Books & Stationery,Individual,Hyderabad,Telangana,2023-07-21,3922466271,Active,533.74
REC101127,MCH9583,"Borra, Mutti and Chaudhary",5812,Restaurant,Private Limited,Ludhiana,Punjab,2023-05-13,3322589465,Active,1408.6
REC101128,MCH6548,"Kaur, Puri and Agate",4814,Telecom,Partnership,Hyderabad,Telangana,2023-09-24,0487365346,Active,1154.74
REC101129,MCH4776,Bobal-Dutta,5411,Grocery Store,Individual,Hyderabad,Telangana,2026-02-26,1427903652,Active,831.82
REC101130,MCH2137,Dyal Inc,4131,Transportation,Partnership,Amritsar,Punjab,2023-03-01,,Active,2285.47
REC101131,MCH2726,"Shukla, Trivedi and Balan",5411,Grocery Store,Private Limited,Amritsar,Punjab,2023-04-04,DPXX2201328447445,Active,7491.26
REC101132,MCH6284,Talwar Ltd,7011,Hotel/Lodging,Partnership,Amritsar,Punjab,2025-11-27,6681997576,Active,
REC101133,MCH7698,Bhatnagar Inc,5999,Miscellaneous Retail,Individual,Lucknow,Uttar Pradesh,2023-08-24,8131154936,Active,1276.92
REC101134,MCH2628,Muni PLC,5311,Department Store,Individual,Pune,Maharashtra,2024-07-13,1524505804,Active,
REC101135,MCH5518,Mannan Inc,5999,Miscellaneous Retail,Partnership,Hyderabad,Telangana,2024-03-28,,Active,1107.87
REC101136,MCH3804,"Pingle, Choudhry and Sastry",5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,2025-10-13,,Active,729.5
REC101137,MCH8896,"Luthra, Kata and Bansal",5812,Restaurant,Private Limited,Jaipur,Rajasthan,2025-09-18,,Active,
REC101138,MCH8421,"Kannan, Nath and Kala",4131,Transportation,Private Limited,Amritsar,Punjab,2024-01-31,,Suspended,612.51
REC101139,MCH8427,"Hegde, Bajaj and Sura",5699,Apparel,Partnership,Jalandhar,Punjab,2024-10-07,,Active,557.6
REC101140,MCH9165,"Iyengar, Raja and Bhasin",5411,Grocery Store,Private Limited,Lucknow,Uttar Pradesh,2024-03-01,XXXX0194,Active,1898.13
REC101141,MCH6545,"Chanda, Mittal and Venkatesh",5912,Pharmacy,Individual,Kolkata,West Bengal,,0281511993,Active,909.37
REC101142,MCH6870,Basak Group,4814,Telecom,Sole Proprietor,Pune,Maharashtra,2025-04-03,5001363774,Active,2497.95
REC101143,MCH3955,"Dutta, Boase and Jha",5812,Restaurant,Partnership,Jaipur,Rajasthan,,7839475828,Active,935.24
REC101144,MCH7206,Srivastava and Sons,5411,Grocery Store,Private Limited,Lucknow,Uttar Pradesh,2025-08-18,1550287427,Active,1434.41
REC101145,MCH5734,Balan Inc,5311,Department Store,Private Limited,Jalandhar,Punjab,2025-05-20,,Active,2000.53
REC101146,MCH2384,Sarkar-Aurora,5912,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2025-01-22,,Active,4909.55
REC101147,MCH4227,Panchal PLC,5999,Miscellaneous Retail,Sole Proprietor,Kolkata,West Bengal,2025-01-09,,Active,1533.36
REC101148,MCH3301,Reddy and Sons,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-06-25,5060880178,Active,2571.65
REC101149,MCH5269,Swaminathan-Barman,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2024-05-04,ZNGO2188869689395,Active,526.0
REC101150,MCH6314,Tella-Sachdeva,4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-01-22,,Active,2661.98
REC101151,MCH6481,"Virk, Shan and Chopra",5812,Restaurant,Individual,Pune,Maharashtra,2024-08-07,3425983900,Active,2726.92
REC101152,MCH1294,Rajagopalan Group,5912,Pharmacy,Individual,Amritsar,Punjab,2024-08-29,XXXX1888,Active,539.82
REC101153,MCH8297,Rai and Sons,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2024-07-20,EMJO2764357164899,Active,618.85
REC101154,MCH1383,Dubey Group,5411,Grocery Store,Individual,Hyderabad,Telangana,2023-09-03,JDGO5125225131187,Active,
REC101155,MCH3214,Dubey Inc,4131,Transportation,Individual,Bengaluru,Karnataka,2024-07-24,1238686450,Active,2052.0
REC101156,MCH3641,"Khurana, Barman and Suresh",5699,Apparel,Individual,Delhi,Delhi,2025-08-06,XXXX0826,Active,2224.44
REC101157,MCH6273,"Dubey, Narula and Jhaveri",5311,Department Store,Private Limited,Pune,Maharashtra,2025-05-06,,Active,754.63
REC101158,MCH8400,Banerjee Inc,5812,Restaurant,Sole Proprietor,Lucknow,Uttar Pradesh,,,Active,
REC101159,MCH5793,Pathak Group,4131,Transportation,Individual,Mumbai,Maharashtra,2025-04-27,5675595225,Active,1570.7
REC101160,MCH5745,"Bahri, Dutta and Narang",4131,Transportation,Individual,Bengaluru,Karnataka,2024-03-27,GWGG2673614762721,Active,955.1
REC101161,MCH4246,Rama-Dasgupta,5311,Department Store,Individual,Amritsar,Punjab,2025-01-05,,Active,2336.28
REC101162,MCH6806,Badal-Bhasin,5411,Grocery Store,Individual,Hyderabad,Telangana,2025-12-05,,Active,23208.4
REC101163,MCH6818,"Halder, Tata and Ch and",7011,Hotel/Lodging,Sole Proprietor,Kolkata,West Bengal,2025-04-20,,Active,233.0
REC101164,MCH5378,Chaudhari Inc,7011,Hotel/Lodging,Individual,Bengaluru,Karnataka,2023-12-12,XXXX0207,Active,
REC101165,MCH4904,"Verma, Tak and Morar",4814,Telecom,Partnership,Mumbai,Maharashtra,,,Active,457.36
REC101166,MCH3561,Kumar LLC,5812,Restaurant,Partnership,Chennai,Tamil Nadu,2025-10-18,9204267445,Active,715.0
REC101167,MCH2945,Agarwal-Cherian,4814,Telecom,Sole Proprietor,Jalandhar,Punjab,2025-10-06,XXXX2889,Inactive,1759.15
REC101168,MCH8656,Singh PLC,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2024-06-09,RQTA6882310547982,Active,9885.11
REC101169,MCH3442,Choudhry-Ravi,5699,Apparel,Partnership,Mumbai,Maharashtra,2025-09-09,XXXX0565,Active,3189.0
REC101170,MCH4733,Sankar Inc,5411,Grocery Store,Sole Proprietor,Jaipur,Rajasthan,2023-01-25,XXXX7201,Active,1176.53
REC101171,MCH5303,Walla Inc,5311,Department Store,Private Limited,Chennai,Tamil Nadu,,,Active,1019.0
REC101172,MCH8536,Boase PLC,4814,Telecom,Partnership,Mumbai,Maharashtra,2024-10-23,,Active,3149.45
REC101173,MCH5410,Ganesh LLC,7011,Hotel/Lodging,Partnership,Delhi,Delhi,2023-01-13,,Active,1114.19
REC101174,MCH1138,"Shan, Buch and Tank",5942,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-07-03,XXXX0724,Active,1369.64
REC101175,MCH1652,Tripathi-Vasa,5311,Department Store,Private Limited,Amritsar,Punjab,2025-08-03,7462856821,Inactive,1419.63
REC101176,MCH4604,"Som, Kalla and Dada",5699,Apparel,Sole Proprietor,Chennai,Tamil Nadu,2024-07-02,,Active,1478.97
REC101177,MCH9380,Chakrabarti Group,5812,Restaurant,Private Limited,Ludhiana,Punjab,2023-11-23,ECMM7078142170981,Active,199.0
REC101178,MCH1015,Mannan-Subramaniam,7011,Hotel/Lodging,Individual,Hyderabad,Telangana,2024-05-19,,Active,
REC101179,MCH8053,Chhabra Inc,4814,Telecom,Individual,Hyderabad,Telangana,2023-03-29,XXXX7777,Active,1235.44
REC101180,MCH8033,"Kala, Mahal and Dash",5311,Department Store,Individual,Hyderabad,Telangana,2025-02-12,XXXX2251,Suspended,1390.13
REC101181,MCH7260,Kunda Inc,7011,Hotel/Lodging,Private Limited,Jalandhar,Punjab,2024-06-20,,Active,391.11
REC101182,MCH8713,"Shere, Loke and Butala",4814,Telecom,Private Limited,Delhi,Delhi,,,Disabled,
REC101183,MCH6001,Murthy-Batra,7011,Hotel/Lodging,Sole Proprietor,Jalandhar,Punjab,2024-08-31,DRAQ5734718978671,Active,1116.47
REC101184,MCH1792,Palan-Naidu,5699,Apparel,Partnership,Bengaluru,Karnataka,2023-01-28,JXLM1363091809821,Active,443.5
REC101185,MCH8129,"Devan, Ramesh and Oak",5311,Department Store,Individual,Kolkata,West Bengal,2025-03-22,XXXX5824,Active,2940.0
REC101186,MCH1775,Karnik Inc,5411,Grocery Store,Private Limited,Lucknow,Uttar Pradesh,2023-04-13,MCRQ9864671908344,Active,313.0
REC101187,MCH6593,"Thakur, Vohra and Kar",5411,Grocery Store,Private Limited,Hyderabad,Telangana,2025-05-26,,Active,5861.0
REC101188,MCH5556,Pau-Kale,5912,Pharmacy,Private Limited,Mumbai,Maharashtra,2023-10-31,FLTM9160494360696,Active,513.95
REC101189,MCH2024,"Ram, Manda and Chopra",4131,Transportation,Sole Proprietor,Pune,Maharashtra,2025-07-24,,Active,
REC101190,MCH8932,"Venkatesh, Nayak and Ravel",5999,Miscellaneous Retail,Private Limited,Lucknow,Uttar Pradesh,2023-01-01,STLO0893921270298,Active,1585.03
REC101191,MCH4419,Gill-Ratta,5912,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2024-09-15,ETZF4377515836271,Active,1442.51
REC101192,MCH5856,"Wason, Savant and Bahl",5999,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2026-02-11,,Active,944.06
REC101193,MCH1060,Goda and Sons,5311,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2023-05-18,2862334269,Closed,2371.8
REC101194,MCH4433,"Patil, Subramanian and Madan",7011,Hotel/Lodging,Partnership,Kolkata,West Bengal,2023-01-23,KNSD2742017347383,Active,830.16
REC101195,MCH9401,Ravi LLC,7011,Hotel/Lodging,Sole Proprietor,Pune,Maharashtra,2025-11-14,1215375647,Active,1824.72
REC101196,MCH8098,"Babu, Gupta and Bir",5812,Restaurant,Partnership,Lucknow,Uttar Pradesh,,FYXA2708849715447,Active,320.71
REC101197,MCH7564,"Mahal, Thaman and Dani",5942,Books & Stationery,Sole Proprietor,Jalandhar,Punjab,2023-12-23,7935535958,Active,503.13
REC101198,MCH7063,"Thaker, Grover and Mohanty",5999,Miscellaneous Retail,Individual,Delhi,Delhi,2024-01-19,,Inactive,
REC101199,MCH3040,"Dhar, Kunda and Desai",5411,Grocery Store,Partnership,Jaipur,Rajasthan,2025-03-05,,Active,267.0
REC101200,MCH1237,Agarwal-Kibe,7011,Hotel/Lodging,Partnership,Mumbai,Maharashtra,2023-03-30,CKEI2680343648784,Active,750.84
REC101201,MCH2014,Bali-Mani,7011,Hotel/Lodging,Individual,Pune,Maharashtra,2023-08-01,ARLE1914445816062,Active,8107.98
REC101202,MCH5251,Sehgal-Yadav,5411,Grocery Store,Sole Proprietor,Bengaluru,Karnataka,2024-11-18,XUHW6533831586352,Active,625.43
REC101203,MCH8967,Kade-Sama,5699,Apparel,Partnership,Delhi,Delhi,2023-02-18,,Active,
REC101204,MCH2350,Tata-Palla,5699,Apparel,Private Limited,Jaipur,Rajasthan,2025-01-29,,Active,1391.95
REC101205,MCH3093,"Bobal, Madan and Narain",5999,Miscellaneous Retail,Individual,Jalandhar,Punjab,2025-06-12,6552427779,Inactive,2015.86
REC101206,MCH8331,Yogi Inc,5999,Miscellaneous Retail,Sole Proprietor,Bengaluru,Karnataka,2025-05-07,,Inactive,1372.86
REC101207,MCH2236,Yohannan-Chada,5311,Department Store,Private Limited,Kolkata,West Bengal,2023-01-24,3926948531,Disabled,5340.64
REC101208,MCH3005,"Saxena, Narain and Mander",5699,Apparel,Private Limited,Kolkata,West Bengal,2024-03-25,RIGO9314848159457,Inactive,1149.79
REC101209,MCH5957,Bose PLC,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-09-22,,Disabled,1309.17
REC101210,MCH1320,Babu-Khatri,5699,Apparel,Individual,Kolkata,West Bengal,2023-11-24,XXXX8923,Suspended,
REC101211,MCH9984,"Dash, Radhakrishnan and Singh",4131,Transportation,Sole Proprietor,Amritsar,Punjab,2025-11-01,4065235597,Active,956.87
REC101212,MCH5293,Pingle PLC,5999,Miscellaneous Retail,Individual,Delhi,Delhi,2023-09-03,XXXX2228,Active,1088.29
REC101213,MCH2133,Bose-Saraf,5999,Miscellaneous Retail,Sole Proprietor,Mumbai,Maharashtra,2024-09-19,6035698626,Active,
REC101214,MCH3470,Chopra-Garde,4814,Telecom,Individual,Bengaluru,Karnataka,2025-03-02,,Active,509.62
REC101215,MCH1420,Aggarwal-Garde,4131,Transportation,Sole Proprietor,Mumbai,Maharashtra,2024-03-18,XXXX4337,Active,830.85
REC101216,MCH1340,Pingle-Lad,5999,Miscellaneous Retail,Individual,Chennai,Tamil Nadu,2023-02-09,,Active,
REC101217,MCH1786,"Ganguly, Mammen and Babu",5411,Grocery Store,Sole Proprietor,Pune,Maharashtra,2025-05-22,YNDF5378176701295,Active,1212.0
REC101218,MCH5671,Bava-Arya,5699,Apparel,Private Limited,Hyderabad,Telangana,2023-11-18,SNRX5730951285773,Active,2123.47
REC101219,MCH2681,Upadhyay-Bava,7011,Hotel/Lodging,Individual,Pune,Maharashtra,2024-02-16,YHMW6591611383032,Active,230.72
REC101220,MCH6745,Chaudry PLC,7011,Hotel/Lodging,Individual,Lucknow,Uttar Pradesh,2023-05-16,,Inactive,2605.91
REC101221,MCH1647,Narula LLC,5699,Apparel,Individual,Ludhiana,Punjab,2024-05-10,5628842369,Blocked,1898.14
REC101222,MCH4578,"Panchal, Chopra and Mall",5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-22,IFCV0550743259811,Inactive,2039.12
REC101223,MCH3341,Ramesh Inc,5912,Pharmacy,Individual,Mumbai,Maharashtra,2024-11-15,,Active,1745.15
REC101224,MCH1333,Sastry PLC,4814,Telecom,Individual,Amritsar,Punjab,2025-09-18,DIOZ5944277163234,Closed,1548.51
REC101225,MCH1174,Mander-Kari,5411,Grocery Store,Partnership,Jalandhar,Punjab,2023-05-01,,Active,1013.97
REC101226,MCH8784,"Iyengar, Savant and Sehgal",4131,Transportation,Private Limited,Mumbai,Maharashtra,2024-01-12,,Active,575.0
REC101227,MCH6017,Hayer Group,5812,Restaurant,Private Limited,Mumbai,Maharashtra,2024-11-24,,Active,
REC101228,MCH9763,Bhatnagar-Ramesh,5699,Apparel,Individual,Bengaluru,Karnataka,2023-03-24,FAWR8699456284349,Active,2954.71
REC101229,MCH4909,"Sharaf, Lalla and Rattan",5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2025-02-16,5725440715,Blocked,650.04
REC101230,MCH6982,Manda and Sons,4814,Telecom,Partnership,Delhi,Delhi,2024-01-30,UKBI1493589511002,Inactive,
REC101231,MCH4221,"Rastogi, Goda and Naidu",5999,Miscellaneous Retail,Individual,Jalandhar,Punjab,,,Active,745.75
REC101232,MCH1934,"Deol, Dugar and Parmer",5942,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2025-06-26,,Active,2520.96
REC101233,MCH7600,"Karnik, Thakur and Palla",5912,Pharmacy,Sole Proprietor,Hyderabad,Telangana,2023-04-24,,Active,1154.91
REC101234,MCH9745,Chaudhuri PLC,5699,Apparel,Sole Proprietor,Pune,Maharashtra,2025-05-26,LAJQ5592021482333,Inactive,475.31
REC101235,MCH4421,Natarajan-Borah,5999,Miscellaneous Retail,Sole Proprietor,Mumbai,Maharashtra,2024-11-21,,Active,1261.07
REC101236,MCH3490,Sachdev-Din,5411,Grocery Store,Individual,Delhi,Delhi,2023-02-21,VNMY8994386086089,Blocked,570.0
REC101237,MCH8264,"Hayer, Pant and Suresh",4131,Transportation,Private Limited,Jaipur,Rajasthan,2025-01-03,WKHI8476650778332,Active,2906.17
REC101238,MCH7567,Badal-Tripathi,5699,Apparel,Partnership,Delhi,Delhi,2023-01-23,,Active,581.85
REC101239,MCH6419,"Bhalla, Dubey and Salvi",5912,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2024-01-15,,Active,3881.01
