record_id,user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
REC109795,USR48164,R0han Dugar,HKKJV8037H,837953582215,2000-04-23,Jalandhar,Punjab,28851.0,Business Owner,,Verified,Low
REC109796,USR57209,Yoshita Raja,NPGIB8364B,406358409169,1966-06-28,Pune,Maharashtra,20858.0,Student,2024-01-03 00:00:00,Verified,Low
REC109797,USR92184,Varenya Lall,VTNWJ9417C,044869175958,1976-05-17,Amritsar,Punjab,94058.0,Gig Worker,,Verified,Low
REC109798,USR80121,Girish Maharaj,,,2004-04-08,Delhi,Delhi,20514.0,Freelancer,2024-05-09 00:00:00,Verified,Medium
REC109799,USR77515,Wriddhish Batra,BJQJN0800G,567443069412,1994-07-27,Mumbai,Maharashtra,5000.0,Farmer,2024-08-03 00:00:00,Verified,Low
REC109800,USR74735,Geetika Bakshi,KYRMW2140A,,2000-01-02,Pune,Maharashtra,69434.0,Business Owner,2026-03-03 23:34:30,Verified,Low
REC109801,USR36916,Geetika Choudhry,SEAVQ1445D,047729903144,1970-02-25,Ludhiana,Punjab,13747.0,Farmer,2024-01-05 00:00:00,Verified,Unknown
REC109802,USR43304,Chandani Solanki,EUEQT1843M,,2006-05-22,Delhi,Delhi,33473.0,Student,2025-06-12 00:00:00,Verified,Low
REC109803,USR68379,Dalbir Sant,YWXKB5659W,506104113166,1971-08-30,Pune,Maharashtra,,Freelancer,2025-01-22 04:18:00,Verified,Low
REC109804,USR42507,Girindra Divan,PXJTD6265G,,1979-10-24,Jalandhar,Punjab,19139.0,Salaried,2025-06-26 00:00:00,Pending,Low
REC109805,USR54525,Manthan Virk,CYJEQ6626D,468736679623,1977-10-23,Pune,Maharashtra,16236.0,Freelancer,2024-08-15 05:33:01,Verified,Medium
REC109806,USR14085,0ni Bajwa,QUEMV7729C,390663673396,1986-02-24,Mumbai,Maharashtra,15501.0,Student,2026-02-24 00:32:56,Verified,Low
REC109807,USR80847,Anmol Kade,SNKHZ6334B,885833435786,2001-11-13,Hyderabad,Telangana,13989.0,Freelancer,,Verified,Medium
REC109808,USR47493,Onveer Pai,CYYBW0140A,314911619895,1966-06-02,Chennai,Tamil Nadu,27899.0,Freelancer,2024-05-20 00:00:00,Verified,Low
REC109809,USR96590,Jatin Nanda,EAGNQ6993Q,598948264241,1986-10-04,Lucknow,Uttar Pradesh,22458.0,Student,2025-06-03 00:00:00,Verified,Low
REC109810,USR16904,Vasana Bhakta,UJLUP4626T,433220447986,1973-03-19,Chennai,Tamil Nadu,19890.0,Gig Worker,,Pending,Medium
REC109811,USR80213,Zashil Sura,JRNEO3070J,649867835454,2007-10-28,Kolkata,West Bengal,16919.0,Self Employed,2024-01-13 00:00:00,Verified,High
REC109812,USR10257,Tanish Issac,HQZWV0953B,216604206054,,Jalandhar,Punjab,15854.0,Self Employed,2025-03-10 12:06:05,Verified,Unknown
REC109813,USR30502,Zansi Varty,PQRKL8004J,518772919921,,Chennai,Tamil Nadu,21590.0,Unemployed,2025-05-30 00:00:00,Verified,Low
REC109814,USR76956,Yug Hora,PETTD6290L,XXXX-XXXX-3643,1967-11-01,Pune,Maharashtra,36434.0,Salaried,2024-03-27 00:00:00,Verified,Low
REC109815,USR49901,Arjun Kala,KPDTO5061E,037567259031,2000-06-29,Delhi,Delhi,28515.0,Business Owner,2026-02-15 22:38:25,Pending,Medium
REC109816,USR36712,Manan Nazareth,QIUSF6341O,474967981889,2005-08-27,Chennai,Tamil Nadu,39611.0,Unemployed,2025-12-21 21:47:27,Verified,Low
REC109817,USR92747,Faraj Acharya,NCBCB8184K,577520760726,2005-03-17,Pune,Maharashtra,23959.0,Salaried,2025-03-03 18:01:33,Verified,Low
REC109818,USR28350,Nitara Rajagopal,,376632923421,2007-01-21,Jalandhar,Punjab,27570.0,Freelancer,2025-04-20 00:00:00,Verified,Low
REC109819,USR72693,Zehaan Boase,RPRAM4949O,654522135265,1993-07-16,Hyderabad,Telangana,15625.0,Business Owner,2024-05-18 17:25:43,Verified,Low
REC109820,USR48487,Aarav Nagarajan,UMAAP5431S,941121633532,1999-06-15,Kolkata,West Bengal,32307.0,Business Owner,2025-07-04 07:33:00,Verified,Low
REC109821,USR85974,Dayita Walla,,197606114194,1962-12-21,Lucknow,Uttar Pradesh,17161.0,Self Employed,2024-06-20 03:51:00,Verified,Low
REC109822,USR92797,Vidhi Guha,,413226595379,1961-05-14,Delhi,Delhi,11258.0,Student,2024-11-18 14:24:56,Verified,Low
REC109823,USR85912,Vasatika Lall,VSITN9251W,881487915759,1993-03-03,Pune,Maharashtra,31462.0,Business Owner,2025-02-22 17:49:18,Verified,Low
REC109824,USR65787,Chandresh Bava,DSBPS5431C,832462843622,1993-08-24,Kolkata,West Bengal,28670.0,Gig Worker,2024-04-14 00:00:00,Verified,Low
REC109825,USR41289,Jacob Date,HFNES0983D,502241260758,1980-05-20,Kolkata,West Bengal,21200.0,Retired,2024-09-09 00:00:00,In Progress,Medium
REC109826,USR45854,Lad1i Dha1iwa1,FIRNA6526Z,239119591000,2005-12-20,Jaipur,Rajasthan,34476.0,Self Employed,2025-05-19 00:00:00,Verified,Medium
REC109827,USR43509,Daksha Bakshi,MKCVD4973U,,1964-01-06,Chennai,Tamil Nadu,54100.0,Farmer,2025-07-12 00:00:00,Pending,High
REC109828,USR83983,Chakradev Mall,,037135954157,1979-03-27,Delhi,Delhi,,Self Employed,2024-04-04 00:00:00,Rejected,Low
REC109829,USR75383,Barkha Mandal,KVYWC5365G,969547166286,1980-09-20,Pune,Maharashtra,25992.0,Retired,,Verified,High
REC109830,USR18477,Lohit Sabharwal,CFTRZ1866F,,2002-04-03,Ludhiana,Punjab,31519.0,Salaried,2026-03-13 08:40:00,Verified,Medium
REC109831,USR80735,Zarna Balasubramanian,KXAWG0104L,197453559717,1964-12-30,Jalandhar,Punjab,10120.0,Self Employed,2025-09-07 06:55:26,Verified,Low
REC109832,USR48069,Abhimanyu Natt,UZDTD5505H,XXXX-XXXX-4396,1985-10-01,Lucknow,Uttar Pradesh,85300.0,Retired,,Verified,Low
REC109833,USR79263,Jagrati Thaker,IAOPL3956M,076190267555,,Bengaluru,Karnataka,13196.0,Unemployed,2025-06-20 00:00:00,Verified,Unknown
REC109834,USR44549,Chaaya Khosla,EKKVG7702N,028690219640,1984-11-18,Chennai,Tamil Nadu,31314.0,Student,2024-02-22 00:00:00,Verified,Low
REC109835,USR95604,Unnati Mahal,JMCUM7682K,967078754268,1970-07-06,Jalandhar,Punjab,10075.0,Self Employed,,Verified,Medium
REC109836,USR77691,Samesh Ramakrishnan,BDQES7790Q,841617112051,1972-08-15,Amritsar,Punjab,80200.0,Farmer,2024-07-19 00:00:00,Verified,Unknown
REC109837,USR31070,Simon Vyas,FHTIZ3611E,526433651396,1969-05-09,Delhi,Delhi,27497.0,Unemployed,2025-03-26 05:21:00,Pending,Unknown
REC109838,USR10709,Ishani Khatri,DEBUW1858G,492664948039,1967-02-03,Mumbai,Maharashtra,17815.0,Freelancer,2024-10-21 12:44:00,Verified,Low
REC109839,USR69406,Chanchal Rastogi,WYZTQ0157D,,1965-11-30,Ludhiana,Punjab,58138.0,Business Owner,2024-05-16 00:00:00,Verified,Low
REC109840,USR84998,Simon Sabharwal,ZGFXJ1786N,203989071270,1973-07-05,Jaipur,Rajasthan,25909.0,Student,2025-04-18 00:00:00,Verified,Low
REC109841,USR22419,Anvi Yohannan,CVORZ9672V,232470161021,1966-05-21,Jalandhar,Punjab,45458.0,Retired,2024-07-17 22:11:27,Pending,Medium
REC109842,USR71708,Chakradhar Majumdar,UAKXC6095Z,131742196363,1988-03-30,Lucknow,Uttar Pradesh,15153.0,Salaried,2024-10-11 00:00:00,Verified,Low
REC109843,USR36743,Tanvi Chadha,,,1990-09-14,Bengaluru,Karnataka,,Self Employed,2024-05-03 16:44:19,Verified,Medium
REC109844,USR38559,Zinal Deshpande,EOBHV8258X,569460428427,1971-05-13,Chennai,Tamil Nadu,38365.0,Business Owner,2025-09-28 00:00:00,Verified,Medium
REC109845,USR71781,Vivaan Mahal,GQLVQ9904N,150632611829,1984-07-24,Amritsar,Punjab,84850.0,Student,2025-07-30 17:09:00,Verified,Low
REC109846,USR27229,Devika Ratti,CRQPD5163W,,1966-09-15,Amritsar,Punjab,53688.0,Unemployed,2024-04-15 00:00:00,Verified,Medium
REC109847,USR40420,Mitesh Goyal,VMQHY8900M,340506024449,1977-09-26,Amritsar,Punjab,16428.0,Self Employed,2025-09-23 00:00:00,Pending,Medium
REC109848,USR66272,Vincent Balay,SZXCA1613Y,700269493868,1969-12-01,Bengaluru,Karnataka,20903.0,Unemployed,2025-08-27 00:00:00,Verified,Low
REC109849,USR16702,Shivani Ahluwalia,KUEGX5215P,746904079786,1983-08-27,Mumbai,Maharashtra,49079.0,Farmer,2024-08-12 14:06:00,Verified,Medium
REC109850,USR39757,Neel Deshpande,MVRCW1070H,774887062379,1963-01-30,Pune,Maharashtra,59806.0,Salaried,2026-03-04 00:00:00,Rejected,Low
REC109851,USR26620,Shaurya 0ak,SJKSI5427S,424640457704,1979-07-09,Bengaluru,Karnataka,39570.0,Student,,Verified,High
REC109852,USR24831,Upma Rajagopalan,ITRNN6884A,925989760855,1989-09-12,Bengaluru,Karnataka,20916.0,Self Employed,2025-03-14 00:00:00,Pending,Low
REC109853,USR73723,Balendra Karan,UZDWJ3207P,186580192921,1997-04-04,Lucknow,Uttar Pradesh,19863.0,Salaried,2025-11-05 00:00:00,Verified,Low
REC109854,USR34734,Saanvi Chhabra,BWXKE0067C,142687184962,1986-10-08,Ludhiana,Punjab,46384.0,Self Employed,2024-08-10 00:00:00,Rejected,Low
REC109855,USR21297,Amaira Kaur,WMJSW0987D,136953786328,1989-08-15,Mumbai,Maharashtra,26640.0,Farmer,2025-04-21 00:00:00,Verified,Low
REC109856,USR85625,Abhimanyu Kaul,FDHZB1749N,571239730887,1979-03-07,Jaipur,Rajasthan,58534.0,Self Employed,2026-03-14 14:39:00,Verified,High
REC109857,USR63669,Nathaniel Dugal,,886555960902,1975-01-02,Delhi,Delhi,36910.0,Business Owner,2025-02-08 22:14:02,Verified,Low
REC109858,USR42338,Farhan Bhatti,KHMSI7940O,970963401477,1994-02-21,Amritsar,Punjab,22307.0,Farmer,2026-02-25 15:58:18,Verified,Low
REC109859,USR86259,Gabriel Sachdeva,AVMUA7096O,,1960-06-12,Jaipur,Rajasthan,15040.0,Unemployed,2026-02-26 00:00:00,Verified,Low
REC109860,USR53013,Ranbir Sinha,MHLME1402T,086602924754,1971-09-17,Delhi,Delhi,15186.0,Freelancer,2024-10-01 00:16:00,Verified,Low
REC109861,USR82147,Mitesh Kulkarni,AGOKE4288N,229488695828,1988-09-04,Kolkata,West Bengal,38810.0,Salaried,2024-09-07 00:00:00,Verified,Low
REC109862,USR86516,Sai Soman,QDRNG5770S,304180930460,1980-05-09,Pune,Maharashtra,58455.0,Salaried,2024-07-10 06:06:18,Failed,Low
REC109863,USR96524,Pahal Kumer,ESLDS2834V,879443314571,1989-04-30,Jaipur,Rajasthan,14625.0,Student,2026-03-19 00:20:35,Verified,Medium
REC109864,USR26128,Nidra Krishna,CUMNL8694C,752495992788,1967-01-26,Delhi,Delhi,20585.0,Unemployed,2024-09-10 00:00:00,Verified,Low
REC109865,USR47828,Raksha Pau,TEIGH2954T,866246144884,1980-01-05,Chennai,Tamil Nadu,38477.0,Student,2024-09-26 18:16:49,Verified,High
REC109866,USR23952,Udyati Devan,RIDLO1718O,586572500552,1997-05-30,Chennai,Tamil Nadu,20990.0,Business Owner,2025-07-07 10:06:42,Verified,Medium
REC109867,USR48815,Naksh Ahuja,XQBGM3020Z,494507322610,1962-11-26,Amritsar,Punjab,,Self Employed,2024-12-01 17:23:00,Verified,High
REC109868,USR34917,0jasvi 0za,,735767633138,,Kolkata,West Bengal,35900.0,Student,2024-11-18 00:00:00,Verified,Low
REC109869,USR92446,Nathaniel Kumar,YVCZU5294Y,,1985-06-05,Delhi,Delhi,,Business Owner,2025-09-27 00:00:00,Pending,Low
REC109870,USR30383,Niharika Zachariah,VWBLW7550P,740106640393,1969-12-31,Amritsar,Punjab,71243.0,Student,2025-09-01 00:00:00,Verified,Medium
REC109871,USR72623,Bhavini Gola,EVURA9302V,,2006-01-28,Jalandhar,Punjab,,Farmer,2024-07-19 00:00:00,Rejected,Low
REC109872,USR91676,Wyatt Edwin,VCPNN1374D,253939217049,1973-02-25,Jaipur,Rajasthan,5902.0,Retired,2024-10-26 00:00:00,Verified,Low
REC109873,USR47919,Indrajit Dass,,083492327750,2006-07-08,Hyderabad,Telangana,50600.0,Gig Worker,2024-12-08 12:33:35,Verified,Medium
REC109874,USR69610,Vict0r Kata,HKJRX8884W,142777623322,1985-05-08,Delhi,Delhi,17686.0,Freelancer,2026-03-05 14:32:58,Pending,Low
REC109875,USR66336,Chameli Parmar,YKZAE2955P,,2004-09-20,Hyderabad,Telangana,29500.0,Self Employed,,Failed,Medium
REC109876,USR59581,Azaan Sama,HXTVE1699J,607920557408,1990-01-19,Hyderabad,Telangana,24503.0,Unemployed,2024-11-06 00:00:00,Verified,Low
REC109877,USR55931,Charan Sarma,,,2006-07-16,Kolkata,West Bengal,43208.0,Freelancer,2024-09-09 23:31:00,Verified,Medium
REC109878,USR18579,Oni Roy,GZRGO7340U,XXXX-XXXX-5089,1980-12-20,Jaipur,Rajasthan,,Self Employed,2024-01-30 00:00:00,Verified,Low
REC109879,USR24975,Raksha Gala,UXLRX1676Z,,1978-05-22,Mumbai,Maharashtra,27527.0,Freelancer,2024-08-07 00:00:00,Verified,Low
REC109880,USR93073,Prisha Virk,QCGJL1330W,028726976317,1976-04-17,Pune,Maharashtra,33660.0,Student,2025-10-30 00:00:00,Verified,Low
REC109881,USR44674,Chaaya Mittal,OSUIM0905E,930725370531,1975-06-11,Mumbai,Maharashtra,26765.0,Gig Worker,2025-06-23 00:00:00,Verified,Medium
REC109882,USR42539,Chakradev Bhatnagar,KNAUU6098C,042782101562,1967-07-21,Kolkata,West Bengal,,Unemployed,2025-10-18 00:00:00,Pending,High
REC109883,USR36968,Lee1a Agrawa1,LVVZM7073E,719529095591,1964-01-11,Ludhiana,Punjab,16962.0,Student,2025-09-05 00:00:00,Verified,Low
REC109884,USR30800,Nicholas Peri,,680120052545,1963-11-30,Amritsar,Punjab,19200.0,Salaried,,Verified,Low
REC109885,USR60294,Upadhriti Keer,FGGJQ3215M,495265036551,1988-10-08,Pune,Maharashtra,39111.0,Freelancer,2025-05-24 00:00:00,Pending,Medium
REC109886,USR19279,Naveen Batra,MLDJP7440S,004061186103,2005-06-26,Mumbai,Maharashtra,54811.0,Retired,2024-09-30 00:00:00,In Progress,Low
REC109887,USR85645,Jonathan Bahri,NAARD3200Q,106558961181,1977-09-15,Amritsar,Punjab,22714.0,Self Employed,2025-11-29 00:00:00,Verified,Medium
REC109888,USR53018,Aarini Kannan,UTQYN5091W,272450998458,1972-01-07,Ludhiana,Punjab,28775.0,Farmer,,Verified,High
REC109889,USR86979,Kalpit Bose,NIIYM6796G,,,Amritsar,Punjab,26337.0,Freelancer,2025-03-18 00:00:00,Verified,Unknown
REC109890,USR12356,Aarini Anand,GKQEV6744C,,1983-08-12,Lucknow,Uttar Pradesh,19348.0,Retired,2024-05-13 00:00:00,Verified,Low
REC109891,USR79350,Gautami De,WJKEK1028B,,2007-04-20,Delhi,Delhi,8513.0,Student,2025-04-24 00:00:00,Rejected,Low
REC109892,USR58642,Charvi Narang,OMZOV7356W,510060418512,1982-05-30,Jalandhar,Punjab,41390.0,Farmer,2025-01-23 00:00:00,Pending,Low
REC109893,USR40019,Dalaja Ganesan,KRPWU5112S,903507738636,1984-05-22,Pune,Maharashtra,,Student,2024-01-24 00:00:00,Verified,Low
REC109894,USR42124,Manan Shenoy,BHMYC5357D,222117359833,1980-09-04,Hyderabad,Telangana,49277.0,Freelancer,2025-07-23 04:10:40,Verified,Low
REC109895,USR10277,Aarini Sani,NTTHD3525C,075515152322,2006-02-12,Pune,Maharashtra,,Unemployed,2025-05-11 00:00:00,Verified,Medium
REC109896,USR55442,Zarna Shankar,KTSDZ2487P,,1977-05-16,Delhi,Delhi,14709.0,Retired,2025-05-14 06:39:24,Verified,Low
REC109897,USR54461,Tara Gade,HQIGP1415E,,1978-06-14,Mumbai,Maharashtra,,Gig Worker,2024-02-05 00:00:00,Pending,Low
REC109898,USR39049,Abdul Choudhry,XKKOS3817Y,706104195591,2003-06-06,Kolkata,West Bengal,,Business Owner,2024-07-03 19:49:00,Rejected,Low
REC109899,USR42556,Mitali Dhawan,VPCHR2944N,163127004356,1996-12-25,Amritsar,Punjab,21700.0,Retired,2026-03-25 00:00:00,Verified,Medium
REC109900,USR31092,Abdul Sunder,,379184882268,2004-03-23,Amritsar,Punjab,23386.0,Business Owner,2025-07-16 04:37:59,Verified,Medium
REC109901,USR32252,Saumya Khare,OBOTM1437O,XXXX-XXXX-1585,1997-11-20,Jaipur,Rajasthan,52436.0,Freelancer,,Verified,Medium
REC109902,USR91715,Kala Chowdhury,IQJAU4860J,670638163462,1969-01-17,Delhi,Delhi,14796.0,Retired,2025-02-10 00:00:00,Verified,Low
REC109903,USR19488,Gaurika Gupta,WVUBA0744N,,1977-04-26,Jaipur,Rajasthan,,Unemployed,2024-03-11 16:08:14,Under Review,Low
REC109904,USR87399,Oliver Mukhopadhyay,ZLZNV3129C,483519501456,1994-01-31,Mumbai,Maharashtra,,Gig Worker,2025-03-23 00:00:00,Verified,Unknown
REC109905,USR36390,Fiyaz Doctor,GUJSB3699K,572000230979,1967-09-07,Hyderabad,Telangana,33103.0,Student,2025-03-02 00:00:00,Pending,Low
REC109906,USR96230,Pushti Borde,HUCAH4422L,392777308782,1986-10-20,Ludhiana,Punjab,16500.0,Salaried,2026-03-18 00:00:00,Verified,Low
REC109907,USR37364,Krish Parekh,ORTHZ8181B,,1985-10-02,Amritsar,Punjab,,Self Employed,,Rejected,Low
REC109908,USR16903,Charan Choudhry,,044790020676,1967-10-07,Hyderabad,Telangana,20119.0,Student,2026-01-11 00:00:00,Verified,Low
REC109909,USR61415,Elijah Wason,,XXXX-XXXX-4875,,Mumbai,Maharashtra,36771.0,Farmer,2024-11-14 00:00:00,In Progress,Medium
REC109910,USR92960,Udyati Sami,HNAUG1750R,032932755367,1981-08-03,Pune,Maharashtra,27607.0,Student,,Verified,Unknown
REC109911,USR37088,Finn Sani,,XXXX-XXXX-1251,2004-04-22,Kolkata,West Bengal,30741.0,Student,2025-03-19 00:00:00,Verified,Medium
REC109912,USR91214,Riya Sur,,784734018381,1973-07-28,Delhi,Delhi,22614.0,Unemployed,,Verified,Medium
REC109913,USR85810,Eesha Kala,MKMPL8323R,830458018691,1980-06-18,Kolkata,West Bengal,,Retired,2025-02-03 00:00:00,Verified,Medium
REC109914,USR79566,Ikbal Sandal,CZFVK3896L,872026136392,1962-08-27,Jaipur,Rajasthan,23895.0,Business Owner,2025-04-14 23:36:43,Verified,Low
REC109915,USR40065,Eta Sahni,YIGSA4986K,361696959207,1984-07-29,Chennai,Tamil Nadu,24384.0,Retired,2025-04-04 00:00:00,Verified,Low
REC109916,USR68817,Balhaar Tata,,988854768711,1963-02-23,Lucknow,Uttar Pradesh,14776.0,Freelancer,2026-03-04 00:00:00,Verified,Medium
REC109917,USR25325,Devansh Gaba,XIRHD2769K,484023579240,1968-02-29,Jaipur,Rajasthan,18287.0,Self Employed,2025-04-10 18:46:21,Verified,Low
REC109918,USR66269,Praneel Bassi,,336315843347,2003-12-04,Bengaluru,Karnataka,10500.0,Unemployed,2024-08-21 00:00:00,Verified,Low
REC109919,USR17634,Farhan Deshpande,FPAGB6168B,845026059870,1962-04-20,Jaipur,Rajasthan,,Unemployed,2025-07-31 00:00:00,Verified,Low
REC109920,USR13537,Mitesh Wable,,288487024633,1977-01-29,Bengaluru,Karnataka,25158.0,Student,2024-03-21 00:00:00,Verified,Low
REC109921,USR91244,Warda Biswas,LZDNM9193Z,325470594400,1977-02-08,Kolkata,West Bengal,66012.0,Unemployed,2024-06-11 00:00:00,Verified,Medium
REC109922,USR76426,Charan Amble,CVVMZ7380P,148976274158,2006-05-07,Mumbai,Maharashtra,,Salaried,2025-12-27 20:50:00,Verified,Unknown
REC109923,USR17357,Jeremiah Batra,CZDGZ3946P,966158847441,1979-11-24,Amritsar,Punjab,17265.0,Unemployed,2026-03-08 00:00:00,Verified,Low
REC109924,USR84581,Zarna Mandal,ZQTOG7581C,415716779928,1975-02-25,Mumbai,Maharashtra,,Farmer,2024-10-11 00:00:00,Pending,Unknown
REC109925,USR89169,Mugdha Seth,AQKEB3364A,311905819441,1966-08-04,Jalandhar,Punjab,13942.0,Salaried,2026-02-25 00:36:17,Under Review,Medium
REC109926,USR14197,Jonathan Rama,YPTIM6207K,214045271535,1988-06-13,Mumbai,Maharashtra,45100.0,Unemployed,2025-01-21 00:00:00,Verified,Medium
REC109927,USR75882,Baghyawati Bera,RUAGJ1795T,054478520179,1995-10-16,Chennai,Tamil Nadu,41649.0,Farmer,2025-06-06 00:00:00,Verified,Low
REC109928,USR96142,Harsh Ganesh,VKKUF4140P,856137020483,1995-09-22,Jaipur,Rajasthan,18842.0,Freelancer,2024-12-25 11:42:58,Under Review,High
REC109929,USR17526,Max Soman,OHHOC7396I,,1991-04-05,Amritsar,Punjab,20249.0,Freelancer,2025-11-05 18:34:24,Verified,Low
REC109930,USR16859,Wahab Lata,CNGFA4505E,216912059568,1972-09-20,Jaipur,Rajasthan,24661.0,Farmer,2025-01-22 09:13:25,Rejected,Low
REC109931,USR85092,Vrinda Patel,OQHCR2343O,,1977-06-12,Delhi,Delhi,41799.0,Freelancer,2024-04-20 00:00:00,Verified,Medium
REC109932,USR57571,Balveer Ahluwalia,VVZVW1332P,,1979-07-09,Mumbai,Maharashtra,41400.0,Gig Worker,2025-08-13 00:00:00,Pending,Medium
REC109933,USR78665,Indira Shenoy,VVFNI3125R,,2004-01-10,Delhi,Delhi,32076.0,Salaried,2024-08-04 00:00:00,Verified,Low
REC109934,USR58622,Manya Wadhwa,JWWYE3907N,071958247969,1985-04-23,Bengaluru,Karnataka,18500.0,Student,2024-05-01 00:00:00,Verified,Low
REC109935,USR79724,Amruta Rajagopal,YRTUA0174C,633297813853,1989-04-19,Amritsar,Punjab,,Salaried,2024-11-14 00:00:00,Verified,Low
REC109936,USR88540,Xalak Mohanty,FATQM4045Q,668406708147,1961-12-28,Bengaluru,Karnataka,20105.0,Student,2025-08-30 02:41:26,Verified,Low
REC109937,USR71981,Prisha Bedi,XEATU9914A,,1960-02-02,Jalandhar,Punjab,25458.0,Student,2024-01-01 00:00:00,Verified,High
REC109938,USR58202,Qarin Kalla,OUQOB5772M,658038251418,1996-06-25,Mumbai,Maharashtra,11600.0,Business Owner,2024-05-10 00:00:00,Verified,Low
REC109939,USR90831,Falak Varkey,HMJOF8833O,,,Delhi,Delhi,70218.0,Farmer,2024-07-26 08:28:37,Verified,High
REC109940,USR62281,Xavier Patla,BYAIA3303I,603923743901,,Amritsar,Punjab,50029.0,Self Employed,2024-05-23 00:00:00,Verified,Low
REC109941,USR54767,Sara Bobal,OHVLU1047R,699441946197,1988-01-08,Bengaluru,Karnataka,81877.0,Gig Worker,2024-11-12 00:00:00,Verified,High
REC109942,USR54183,Utkarsh Thaman,NHAAD2657T,363719575869,1979-01-20,Amritsar,Punjab,25441.0,Farmer,2026-03-27 16:08:00,Under Review,Low
REC109943,USR85791,Champak Krishnan,NTIXF8282N,766102599994,1991-03-09,Lucknow,Uttar Pradesh,36523.0,Farmer,2025-01-01 00:00:00,Pending,High
REC109944,USR36461,Indrajit Manne,YXKVC6246Z,452220396102,1998-07-09,Hyderabad,Telangana,,Freelancer,2025-10-11 00:00:00,Verified,Low
REC109945,USR58391,Mahika Batra,QWCPW4698U,054487980767,1973-06-12,Hyderabad,Telangana,19587.0,Business Owner,2024-12-22 00:00:00,Pending,Low
REC109946,USR61661,Edhitha Srinivasan,,456740602780,2003-04-16,Pune,Maharashtra,14317.0,Self Employed,2024-04-24 14:46:00,Verified,Low
REC109947,USR62018,Anya Seshadri,RLKSO4476Q,287314330827,1970-02-25,Pune,Maharashtra,,Freelancer,2025-02-24 18:41:40,Rejected,Low
REC109948,USR41381,Naveen Master,IFKEY4973Y,217740788853,1974-04-13,Hyderabad,Telangana,32135.0,Unemployed,2025-09-02 00:00:00,Verified,High
REC109949,USR30906,Yamini Krishna,JDLFU4473Y,,1997-06-21,Kolkata,West Bengal,34789.0,Business Owner,2026-02-25 00:00:00,Verified,Low
REC109950,USR52832,Varsha S00d,UQOZG8538H,134022951975,2002-07-16,Kolkata,West Bengal,45001.0,Gig Worker,,Verified,Low
REC109951,USR13193,Alka Jain,MFPHK0884G,562748463260,2005-01-03,Pune,Maharashtra,35739.0,Freelancer,2025-04-18 06:57:12,Verified,Low
REC109952,USR32326,Fiyaz Vaidya,TDBFE4452A,287688958698,1980-02-16,Lucknow,Uttar Pradesh,46756.0,Farmer,2024-08-01 00:00:00,Verified,High
REC109953,USR82311,Shaurya Ahluwalia,KAHZR7209A,242047739360,1965-06-30,Delhi,Delhi,8358.0,Self Employed,2024-06-09 00:00:00,Verified,Medium
REC109954,USR48846,Ekansh Ramakrishnan,SHWGF7449G,XXXX-XXXX-7132,1976-01-09,Amritsar,Punjab,,Self Employed,2024-12-23 00:00:00,Verified,High
REC109955,USR71760,Amol Mandal,,578981628041,1990-10-20,Chennai,Tamil Nadu,33151.0,Salaried,2024-04-29 00:00:00,Verified,High
REC109956,USR51316,Gopal Agrawal,,708654221677,,Jaipur,Rajasthan,27013.0,Salaried,2024-03-27 00:00:00,Verified,Low
REC109957,USR74599,Triveni Bhakta,QIKXM5551S,,1976-06-06,Jalandhar,Punjab,62766.0,Salaried,2024-03-19 14:56:00,Verified,Medium
REC109958,USR54750,Daksh Kibe,,225302939404,2003-01-13,Amritsar,Punjab,16646.0,Freelancer,2025-11-24 22:49:25,Pending,Medium
REC109959,USR25156,Jagat Jha,ABGLA3245C,668877770560,1988-05-15,Amritsar,Punjab,30973.0,Freelancer,2026-02-06 10:01:00,Verified,Low
REC109960,USR16109,Barkha Karnik,TIJVL9792S,498561694598,1997-03-09,Lucknow,Uttar Pradesh,21669.0,Salaried,2024-01-06 00:00:00,Verified,Medium
REC109961,USR40334,Tristan Gopal,XJALE9331T,,1968-02-18,Ludhiana,Punjab,17622.0,Gig Worker,2024-01-16 00:00:00,Verified,Unknown
REC109962,USR61174,Vrishti Peri,RSGXO7502W,326014267456,1980-12-03,Chennai,Tamil Nadu,31614.0,Self Employed,,Pending,High
REC109963,USR50571,Dalaja Johal,FWDAD4690E,401352582182,1995-07-19,Ludhiana,Punjab,,Farmer,2024-12-26 00:00:00,Verified,High
REC109964,USR24595,Chanchal Karan,EYNKT6597O,XXXX-XXXX-5728,,Chennai,Tamil Nadu,,Salaried,2025-10-18 00:00:00,Verified,Medium
REC109965,USR76884,Eesha Dutta,GBOTI6968L,178312122941,1996-07-03,Ludhiana,Punjab,15700.0,Self Employed,2025-06-17 00:00:00,Verified,Low
REC109966,USR26066,Nathaniel Chandra,DFLWA4448N,990038740700,1962-02-14,Delhi,Delhi,31797.0,Self Employed,2026-01-22 00:00:00,Pending,Medium
REC109967,USR32887,Kamya Sibal,QWYOM2404Y,331892632889,1960-11-03,Hyderabad,Telangana,37535.0,Student,2024-09-30 08:42:58,Verified,Unknown
REC109968,USR49725,Rachit Kata,SHVIH5989S,384397091438,1982-07-16,Jaipur,Rajasthan,9281.0,Gig Worker,2024-10-29 00:00:00,Verified,Low
